location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Gibraltar,GIB,01/24/2021,10341,10341.0,,534.0,642,30.69,30.69,,19056.0
Gibraltar,GIB,01/25/2021,10539,10539.0,,198.0,586,31.28,31.28,,17393.0
Gibraltar,GIB,01/26/2021,11073,11073.0,,534.0,579,32.87,32.87,,17186.0
Gibraltar,GIB,01/27/2021,11607,11073.0,,534.0,656,34.45,32.87,,19471.0
Gibraltar,GIB,01/28/2021,12332,12332.0,,725.0,626,36.6,36.6,,18581.0
Gibraltar,GIB,01/29/2021,12866,12866.0,,534.0,570,38.19,38.19,,16918.0
Gibraltar,GIB,01/30/2021,12866,12866.0,,0.0,437,38.19,38.19,,12971.0
Gibraltar,GIB,01/31/2021,13286,12886.0,400.0,420.0,421,39.43,38.25,1.19,12496.0
Gibraltar,GIB,02/01/2021,14299,12974.0,1325.0,1013.0,537,42.44,38.51,3.93,15939.0
Gibraltar,GIB,02/02/2021,15391,13071.0,2320.0,1092.0,617,45.68,38.8,6.89,18313.0
Gibraltar,GIB,02/03/2021,16177,13166.0,3011.0,786.0,653,48.02,39.08,8.94,19382.0
Gibraltar,GIB,02/04/2021,17189,13246.0,3943.0,1012.0,694,51.02,39.32,11.7,20599.0
Gibraltar,GIB,02/05/2021,18274,13398.0,4876.0,1085.0,773,54.24,39.77,14.47,22944.0
Gibraltar,GIB,02/06/2021,19072,13499.0,5573.0,798.0,887,56.61,40.07,16.54,26328.0
Gibraltar,GIB,02/07/2021,19072,13499.0,5573.0,0.0,827,56.61,40.07,16.54,24547.0
Gibraltar,GIB,02/08/2021,20044,13904.0,6140.0,972.0,821,59.49,41.27,18.22,24369.0
Gibraltar,GIB,02/09/2021,21021,14302.0,6719.0,977.0,804,62.39,42.45,19.94,23864.0
Gibraltar,GIB,02/10/2021,21999,15262.0,6737.0,978.0,832,65.3,45.3,20.0,24695.0
Gibraltar,GIB,02/11/2021,23103,15436.0,7667.0,1104.0,845,68.57,45.82,22.76,25081.0
Gibraltar,GIB,02/12/2021,24195,15600.0,8595.0,1092.0,846,71.81,46.3,25.51,25111.0
Gibraltar,GIB,02/13/2021,25287,15765.0,9522.0,1092.0,888,75.06,46.79,28.26,26357.0
Gibraltar,GIB,02/14/2021,25941,15888.0,10053.0,654.0,981,77.0,47.16,29.84,29118.0
Gibraltar,GIB,02/15/2021,26379,16135.0,10244.0,438.0,905,78.3,47.89,30.41,26862.0
Gibraltar,GIB,02/16/2021,27033,16261.0,10772.0,654.0,859,80.24,48.27,31.97,25496.0
Gibraltar,GIB,02/17/2021,27687,16384.0,11303.0,654.0,813,82.18,48.63,33.55,24131.0
Gibraltar,GIB,02/18/2021,28778,16725.0,12053.0,1091.0,811,85.42,49.64,35.78,24072.0
Gibraltar,GIB,02/19/2021,29334,16761.0,12573.0,556.0,734,87.07,49.75,37.32,21786.0
Gibraltar,GIB,02/20/2021,29334,16761.0,12573.0,0.0,578,87.07,49.75,37.32,17156.0
Gibraltar,GIB,02/21/2021,30432,17826.0,12606.0,1098.0,642,90.33,52.91,37.42,19056.0
Gibraltar,GIB,02/22/2021,31631,18902.0,12729.0,1199.0,750,93.89,56.1,37.78,22261.0
Gibraltar,GIB,02/23/2021,32705,19859.0,12846.0,1074.0,810,97.07,58.94,38.13,24042.0
Greece,GRC,12/28/2020,447,447.0,,,,0.0,0.0,,
Greece,GRC,12/29/2020,1077,1077.0,,630.0,630,0.01,0.01,,60.0
Greece,GRC,12/30/2020,1722,1722.0,,645.0,638,0.02,0.02,,61.0
Greece,GRC,12/31/2020,2339,2339.0,,617.0,631,0.02,0.02,,61.0
Greece,GRC,01/01/2021,2603,2603.0,,264.0,539,0.02,0.02,,52.0
Greece,GRC,01/02/2021,3149,3149.0,,546.0,540,0.03,0.03,,52.0
Greece,GRC,01/03/2021,3869,3869.0,,720.0,570,0.04,0.04,,55.0
Greece,GRC,01/04/2021,10327,10327.0,,6458.0,1411,0.1,0.1,,135.0
Greece,GRC,01/05/2021,16631,16631.0,,6304.0,2222,0.16,0.16,,213.0
Greece,GRC,01/06/2021,20616,20616.0,,3985.0,2699,0.2,0.2,,259.0
Greece,GRC,01/07/2021,26445,26445.0,,5829.0,3444,0.25,0.25,,330.0
Greece,GRC,01/08/2021,35272,35272.0,,8827.0,4667,0.34,0.34,,448.0
Greece,GRC,01/09/2021,40427,40427.0,,5155.0,5325,0.39,0.39,,511.0
Greece,GRC,01/10/2021,44645,44645.0,,4218.0,5825,0.43,0.43,,559.0
Greece,GRC,01/11/2021,50045,50045.0,,5400.0,5674,0.48,0.48,,544.0
Greece,GRC,01/12/2021,56475,56475.0,,6430.0,5692,0.54,0.54,,546.0
Greece,GRC,01/13/2021,64932,64932.0,,8457.0,6331,0.62,0.62,,607.0
Greece,GRC,01/14/2021,70960,70960.0,,6028.0,6359,0.68,0.68,,610.0
Greece,GRC,01/15/2021,75412,75412.0,,4452.0,5734,0.72,0.72,,550.0
Greece,GRC,01/16/2021,80391,80389.0,2.0,4979.0,5709,0.77,0.77,0.0,548.0
Greece,GRC,01/17/2021,,,,,5500,,,,528.0
Greece,GRC,01/18/2021,85898,85475.0,423.0,,5122,0.82,0.82,0.0,491.0
Greece,GRC,01/19/2021,94454,93382.0,1072.0,8556.0,5426,0.91,0.9,0.01,521.0
Greece,GRC,01/20/2021,109831,108167.0,1664.0,15377.0,6414,1.05,1.04,0.02,615.0
Greece,GRC,01/21/2021,125928,123667.0,2261.0,16097.0,7853,1.21,1.19,0.02,753.0
Greece,GRC,01/22/2021,143877,141298.0,2579.0,17949.0,9781,1.38,1.36,0.02,938.0
Greece,GRC,01/23/2021,160101,156966.0,3135.0,16224.0,11387,1.54,1.51,0.03,1092.0
Greece,GRC,01/24/2021,,,,,12412,,,,1191.0
Greece,GRC,01/25/2021,179951,171890.0,8061.0,,13436,1.73,1.65,0.08,1289.0
Greece,GRC,01/26/2021,197755,184610.0,13145.0,17804.0,14757,1.9,1.77,0.13,1416.0
Greece,GRC,01/27/2021,216040,198161.0,17879.0,18285.0,15173,2.07,1.9,0.17,1456.0
Greece,GRC,01/28/2021,234285,210488.0,23797.0,18245.0,15480,2.25,2.02,0.23,1485.0
Greece,GRC,01/29/2021,253363,220621.0,32742.0,19078.0,15641,2.43,2.12,0.31,1501.0
Greece,GRC,01/30/2021,271287,232399.0,38888.0,17924.0,15884,2.6,2.23,0.37,1524.0
Greece,GRC,01/31/2021,,,,,16075,,,,1542.0
Greece,GRC,02/01/2021,293817,247251.0,46566.0,,16267,2.82,2.37,0.45,1561.0
Greece,GRC,02/02/2021,315628,261543.0,54085.0,21811.0,16839,3.03,2.51,0.52,1616.0
Greece,GRC,02/03/2021,338122,276103.0,62019.0,22494.0,17440,3.24,2.65,0.6,1673.0
Greece,GRC,02/04/2021,359723,291259.0,68464.0,21601.0,17920,3.45,2.79,0.66,1719.0
Greece,GRC,02/05/2021,380136,306441.0,73695.0,20413.0,18110,3.65,2.94,0.71,1737.0
Greece,GRC,02/06/2021,397857,318097.0,79760.0,17721.0,18081,3.82,3.05,0.77,1735.0
Greece,GRC,02/07/2021,,,,,17880,,,,1715.0
Greece,GRC,02/08/2021,417565,332812.0,84753.0,,17678,4.01,3.19,0.81,1696.0
Greece,GRC,02/09/2021,437872,345290.0,92582.0,20307.0,17463,4.2,3.31,0.89,1675.0
Greece,GRC,02/10/2021,459535,353412.0,106123.0,21663.0,17345,4.41,3.39,1.02,1664.0
Greece,GRC,02/11/2021,482416,360800.0,121616.0,22881.0,17528,4.63,3.46,1.17,1682.0
Greece,GRC,02/12/2021,506038,366749.0,139289.0,23622.0,17986,4.85,3.52,1.34,1726.0
Greece,GRC,02/13/2021,526369,371462.0,154907.0,20331.0,18359,5.05,3.56,1.49,1761.0
Greece,GRC,02/14/2021,,,,,18978,,,,1821.0
Greece,GRC,02/15/2021,554745,386049.0,168696.0,,19597,5.32,3.7,1.62,1880.0
Greece,GRC,02/16/2021,575766,397840.0,177926.0,21021.0,19699,5.52,3.82,1.71,1890.0
Greece,GRC,02/17/2021,603667,412970.0,190697.0,27901.0,20590,5.79,3.96,1.83,1975.0
Greece,GRC,02/18/2021,634037,430124.0,203913.0,30370.0,21660,6.08,4.13,1.96,2078.0
Greece,GRC,02/19/2021,664347,449073.0,215274.0,30310.0,22616,6.37,4.31,2.07,2170.0
Greece,GRC,02/20/2021,693436,465842.0,227594.0,29089.0,23867,6.65,4.47,2.18,2290.0
Greece,GRC,02/21/2021,697245,467656.0,229589.0,3809.0,22384,6.69,4.49,2.2,2148.0
Greece,GRC,02/22/2021,730410,486820.0,243590.0,33165.0,25095,7.01,4.67,2.34,2408.0
Greece,GRC,02/23/2021,762624,505148.0,257476.0,32214.0,26694,7.32,4.85,2.47,2561.0
Greece,GRC,02/24/2021,794347,522510.0,271837.0,31723.0,27240,7.62,5.01,2.61,2613.0
Greenland,GRL,01/27/2021,2584,2584.0,,,,4.55,4.55,,
Guernsey,GGY,01/24/2021,6673,6151.0,522.0,,,9.95,9.17,0.78,
Guernsey,GGY,01/25/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/26/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/27/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/28/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/29/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/30/2021,,,,,604,,,,9008.0
Guernsey,GGY,01/31/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/01/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/02/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/03/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/04/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/05/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/06/2021,,,,,604,,,,9008.0
Guernsey,GGY,02/07/2021,15135,12045.0,3090.0,,604,22.57,17.96,4.61,9008.0
Guernsey,GGY,02/08/2021,,,,,603,,,,8993.0
Guernsey,GGY,02/09/2021,,,,,601,,,,8963.0
Guernsey,GGY,02/10/2021,,,,,599,,,,8933.0
Guernsey,GGY,02/11/2021,,,,,598,,,,8918.0
Guernsey,GGY,02/12/2021,,,,,596,,,,8889.0
Guernsey,GGY,02/13/2021,,,,,594,,,,8859.0
Guernsey,GGY,02/14/2021,19284,13950.0,5334.0,,593,28.76,20.8,7.96,8844.0
Guyana,GUY,02/11/2021,0,0.0,,,,0.0,0.0,,
Guyana,GUY,02/12/2021,,,,,167,,,,212.0
Guyana,GUY,02/13/2021,,,,,167,,,,212.0
Guyana,GUY,02/14/2021,,,,,167,,,,212.0
Guyana,GUY,02/15/2021,668,668.0,,,167,0.08,0.08,,212.0
Guyana,GUY,02/16/2021,,,,,167,,,,212.0
Guyana,GUY,02/17/2021,,,,,168,,,,214.0
Guyana,GUY,02/18/2021,,,,,168,,,,214.0
Guyana,GUY,02/19/2021,,,,,168,,,,214.0
Guyana,GUY,02/20/2021,,,,,169,,,,215.0
Guyana,GUY,02/21/2021,,,,,169,,,,215.0
Guyana,GUY,02/22/2021,1852,1852.0,,,169,0.24,0.24,,215.0
Hungary,HUN,12/28/2020,1094,,,,,0.01,,,
Hungary,HUN,12/29/2020,2461,,,1367.0,1367,0.03,,,142.0
Hungary,HUN,12/30/2020,3789,,,1328.0,1348,0.04,,,140.0
Hungary,HUN,12/31/2020,5110,,,1321.0,1339,0.05,,,139.0
Hungary,HUN,01/01/2021,,,,,1578,,,,163.0
Hungary,HUN,01/02/2021,,,,,1722,,,,178.0
Hungary,HUN,01/03/2021,12000,,,,1818,0.12,,,188.0
Hungary,HUN,01/04/2021,15000,,,3000.0,1987,0.16,,,206.0
Hungary,HUN,01/05/2021,21000,,,6000.0,2648,0.22,,,274.0
Hungary,HUN,01/06/2021,31500,,,10500.0,3959,0.33,,,410.0
Hungary,HUN,01/07/2021,42549,,,11049.0,5348,0.44,,,554.0
Hungary,HUN,01/08/2021,,,,,6375,,,,660.0
Hungary,HUN,01/09/2021,,,,,7402,,,,766.0
Hungary,HUN,01/10/2021,71000,,,,8429,0.73,,,873.0
Hungary,HUN,01/11/2021,78579,,,7579.0,9083,0.81,,,940.0
Hungary,HUN,01/12/2021,86929,,,8350.0,9418,0.9,,,975.0
Hungary,HUN,01/13/2021,96101,,,9172.0,9229,0.99,,,955.0
Hungary,HUN,01/14/2021,105728,,,9627.0,9026,1.09,,,934.0
Hungary,HUN,01/15/2021,112847,,,7119.0,8688,1.17,,,899.0
Hungary,HUN,01/16/2021,119944,,,7097.0,8347,1.24,,,864.0
Hungary,HUN,01/17/2021,123188,,,3244.0,7455,1.28,,,772.0
Hungary,HUN,01/18/2021,131332,129689.0,1643.0,8144.0,7536,1.36,1.34,0.02,780.0
Hungary,HUN,01/19/2021,133257,130318.0,2939.0,1925.0,6618,1.38,1.35,0.03,685.0
Hungary,HUN,01/20/2021,138584,134554.0,4030.0,5327.0,6069,1.43,1.39,0.04,628.0
Hungary,HUN,01/21/2021,144798,138983.0,5815.0,6214.0,5581,1.5,1.44,0.06,578.0
Hungary,HUN,01/22/2021,150128,143184.0,6944.0,5330.0,5326,1.55,1.48,0.07,551.0
Hungary,HUN,01/23/2021,153392,145257.0,8135.0,3264.0,4778,1.59,1.5,0.08,495.0
Hungary,HUN,01/24/2021,156098,146695.0,9403.0,2706.0,4701,1.62,1.52,0.1,487.0
Hungary,HUN,01/25/2021,162315,149676.0,12639.0,6217.0,4426,1.68,1.55,0.13,458.0
Hungary,HUN,01/26/2021,170476,152704.0,17772.0,8161.0,5317,1.76,1.58,0.18,550.0
Hungary,HUN,01/27/2021,187508,161215.0,26293.0,17032.0,6989,1.94,1.67,0.27,723.0
Hungary,HUN,01/28/2021,213010,175283.0,37727.0,25502.0,9745,2.2,1.81,0.39,1009.0
Hungary,HUN,01/29/2021,247889,198283.0,49606.0,34879.0,13966,2.57,2.05,0.51,1446.0
Hungary,HUN,01/30/2021,278830,222005.0,56825.0,30941.0,17920,2.89,2.3,0.59,1855.0
Hungary,HUN,01/31/2021,299138,237872.0,61266.0,20308.0,20434,3.1,2.46,0.63,2115.0
Hungary,HUN,02/01/2021,311662,243136.0,68526.0,12524.0,21335,3.23,2.52,0.71,2209.0
Hungary,HUN,02/02/2021,322306,247270.0,75036.0,10644.0,21690,3.34,2.56,0.78,2245.0
Hungary,HUN,02/03/2021,334130,249687.0,84452.0,11824.0,20946,3.46,2.58,0.87,2168.0
Hungary,HUN,02/04/2021,357303,264530.0,92773.0,23173.0,20613,3.7,2.74,0.96,2134.0
Hungary,HUN,02/05/2021,381062,279410.0,101652.0,23759.0,19025,3.94,2.89,1.05,1969.0
Hungary,HUN,02/06/2021,391621,286379.0,105242.0,10559.0,16113,4.05,2.96,1.09,1668.0
Hungary,HUN,02/07/2021,396634,289042.0,107592.0,5013.0,13928,4.11,2.99,1.11,1442.0
Hungary,HUN,02/08/2021,401791,291396.0,110395.0,5157.0,12876,4.16,3.02,1.14,1333.0
Hungary,HUN,02/09/2021,406197,292627.0,113570.0,4406.0,11984,4.2,3.03,1.18,1241.0
Hungary,HUN,02/10/2021,411992,294624.0,117368.0,5795.0,11123,4.26,3.05,1.21,1151.0
Hungary,HUN,02/11/2021,431097,310448.0,120649.0,19105.0,10542,4.46,3.21,1.25,1091.0
Hungary,HUN,02/12/2021,455168,330745.0,124423.0,24071.0,10587,4.71,3.42,1.29,1096.0
Hungary,HUN,02/13/2021,463383,335188.0,128195.0,8215.0,10252,4.8,3.47,1.33,1061.0
Hungary,HUN,02/14/2021,465636,336297.0,129339.0,2253.0,9857,4.82,3.48,1.34,1020.0
Hungary,HUN,02/15/2021,473551,341958.0,131593.0,7915.0,10251,4.9,3.54,1.36,1061.0
Hungary,HUN,02/16/2021,483751,348927.0,134824.0,10200.0,11079,5.01,3.61,1.4,1147.0
Hungary,HUN,02/17/2021,506044,365021.0,141023.0,22293.0,13436,5.24,3.78,1.46,1391.0
Hungary,HUN,02/18/2021,544253,391821.0,152432.0,38209.0,16165,5.63,4.06,1.58,1673.0
Hungary,HUN,02/19/2021,600048,427309.0,172739.0,55795.0,20697,6.21,4.42,1.79,2142.0
Hungary,HUN,02/20/2021,636240,445535.0,190705.0,36192.0,24694,6.59,4.61,1.97,2556.0
Hungary,HUN,02/21/2021,654462,453457.0,201005.0,18222.0,26975,6.77,4.69,2.08,2792.0
Hungary,HUN,02/22/2021,662816,457096.0,205720.0,8354.0,27038,6.86,4.73,2.13,2799.0
Hungary,HUN,02/23/2021,679850,471004.0,208846.0,17034.0,28014,7.04,4.88,2.16,2900.0
Hungary,HUN,02/24/2021,719146,508043.0,211073.0,39296.0,30443,7.44,5.26,2.18,3151.0
Iceland,ISL,12/30/2020,4875,4875.0,,,,1.43,1.43,,
Iceland,ISL,12/31/2020,,,,,63,,,,185.0
Iceland,ISL,01/01/2021,,,,,63,,,,185.0
Iceland,ISL,01/02/2021,,,,,63,,,,185.0
Iceland,ISL,01/03/2021,,,,,63,,,,185.0
Iceland,ISL,01/04/2021,,,,,63,,,,185.0
Iceland,ISL,01/05/2021,,,,,63,,,,185.0
Iceland,ISL,01/06/2021,,,,,63,,,,185.0
Iceland,ISL,01/07/2021,,,,,63,,,,185.0
Iceland,ISL,01/08/2021,,,,,63,,,,185.0
Iceland,ISL,01/09/2021,,,,,63,,,,185.0
Iceland,ISL,01/10/2021,,,,,63,,,,185.0
Iceland,ISL,01/11/2021,,,,,63,,,,185.0
Iceland,ISL,01/12/2021,,,,,63,,,,185.0
Iceland,ISL,01/13/2021,,,,,63,,,,185.0
Iceland,ISL,01/14/2021,,,,,63,,,,185.0
Iceland,ISL,01/15/2021,,,,,63,,,,185.0
Iceland,ISL,01/16/2021,,,,,63,,,,185.0
Iceland,ISL,01/17/2021,,,,,63,,,,185.0
Iceland,ISL,01/18/2021,,,,,63,,,,185.0
Iceland,ISL,01/19/2021,,,,,63,,,,185.0
Iceland,ISL,01/20/2021,6205,5725.0,480.0,,63,1.82,1.68,0.14,185.0
Iceland,ISL,01/21/2021,,,,,312,,,,914.0
Iceland,ISL,01/22/2021,,,,,560,,,,1641.0
Iceland,ISL,01/23/2021,,,,,809,,,,2371.0
Iceland,ISL,01/24/2021,,,,,1057,,,,3097.0
Iceland,ISL,01/25/2021,15220,10433.0,4787.0,,1306,4.46,3.06,1.4,3827.0
Iceland,ISL,01/26/2021,,,,,1318,,,,3862.0
Iceland,ISL,01/27/2021,15522,10702.0,4820.0,,1331,4.55,3.14,1.41,3900.0
Iceland,ISL,01/28/2021,,,,,1103,,,,3232.0
Iceland,ISL,01/29/2021,,,,,874,,,,2561.0
Iceland,ISL,01/30/2021,,,,,646,,,,1893.0
Iceland,ISL,01/31/2021,,,,,417,,,,1222.0
Iceland,ISL,02/01/2021,,,,,189,,,,554.0
Iceland,ISL,02/02/2021,,,,,197,,,,577.0
Iceland,ISL,02/03/2021,16951,12098.0,4853.0,,204,4.97,3.55,1.42,598.0
Iceland,ISL,02/04/2021,,,,,215,,,,630.0
Iceland,ISL,02/05/2021,17515,12660.0,4855.0,,226,5.13,3.71,1.42,662.0
Iceland,ISL,02/06/2021,,,,,204,,,,598.0
Iceland,ISL,02/07/2021,,,,,182,,,,533.0
Iceland,ISL,02/08/2021,17657,12801.0,4856.0,,159,5.17,3.75,1.42,466.0
Iceland,ISL,02/09/2021,,,,,200,,,,586.0
Iceland,ISL,02/10/2021,,,,,241,,,,706.0
Iceland,ISL,02/11/2021,,,,,271,,,,794.0
Iceland,ISL,02/12/2021,19624,14086.0,5538.0,,301,5.75,4.13,1.62,882.0
Iceland,ISL,02/13/2021,,,,,305,,,,894.0
Iceland,ISL,02/14/2021,,,,,309,,,,905.0
Iceland,ISL,02/15/2021,19844,14087.0,5757.0,,312,5.82,4.13,1.69,914.0
Iceland,ISL,02/16/2021,20031,14087.0,5944.0,187.0,269,5.87,4.13,1.74,788.0
Iceland,ISL,02/17/2021,21569,14188.0,7381.0,1538.0,418,6.32,4.16,2.16,1225.0
Iceland,ISL,02/18/2021,24853,15195.0,9658.0,3284.0,817,7.28,4.45,2.83,2394.0
Iceland,ISL,02/19/2021,25718,15644.0,10074.0,865.0,871,7.54,4.58,2.95,2552.0
Iceland,ISL,02/20/2021,,,,,957,,,,2804.0
Iceland,ISL,02/21/2021,,,,,1044,,,,3059.0
Iceland,ISL,02/22/2021,27762,17232.0,10530.0,,1131,8.14,5.05,3.09,3314.0
Iceland,ISL,02/23/2021,27933,17379.0,10554.0,171.0,1129,8.19,5.09,3.09,3308.0
India,IND,01/15/2021,0,0.0,,,,0.0,0.0,,
India,IND,01/16/2021,191181,191181.0,,191181.0,191181,0.01,0.01,,139.0
India,IND,01/17/2021,224301,224301.0,,33120.0,112150,0.02,0.02,,81.0
India,IND,01/18/2021,454049,454049.0,,229748.0,151350,0.03,0.03,,110.0
India,IND,01/19/2021,674835,674835.0,,220786.0,168709,0.05,0.05,,122.0
India,IND,01/20/2021,806484,806484.0,,131649.0,161297,0.06,0.06,,117.0
India,IND,01/21/2021,1043534,1043534.0,,237050.0,173922,0.08,0.08,,126.0
